Name,Type,Latitude,Logitude
1910,CommercialBuilding,7.683611366889982,7.683611366889982
1914,CommercialBuilding,7.6838750196941925,7.6838750196941925
1898,CommercialBuilding,7.683510011768545,7.683510011768545
1930,CommercialBuilding,7.684883712989666,7.684883712989666
1933,CommercialBuilding,7.684404384523388,7.684404384523388
1924,CommercialBuilding,7.685545753488758,7.685545753488758
1925,CommercialBuilding,7.685770119979223,7.685770119979223
1821,CommercialBuilding,7.684744216276307,7.684744216276307
1845,CommercialBuilding,7.684822417569147,7.684822417569147
1832,CommercialBuilding,7.68525383870465,7.68525383870465
1809,CommercialBuilding,7.68528761528939,7.68528761528939
1888,CommercialBuilding,7.685462109855398,7.685462109855398
1902,CommercialBuilding,7.684572881287792,7.684572881287792
1855,CommercialBuilding,7.683822108511434,7.683822108511434
1869,CommercialBuilding,7.684003132864234,7.684003132864234
1838,CommercialBuilding,7.686620747397773,7.686620747397773
1863,CommercialBuilding,7.686754332566345,7.686754332566345
1893,CommercialBuilding,7.686986210461184,7.686986210461184
1929,CommercialBuilding,7.684186740026263,7.684186740026263
1923,CommercialBuilding,7.684552413537977,7.684552413537977
1889,CommercialBuilding,7.68433100225815,7.68433100225815
1920,CommercialBuilding,7.686968833534352,7.686968833534352
1885,CommercialBuilding,7.682296134821743,7.682296134821743
1899,CommercialBuilding,7.682513430088287,7.682513430088287
1908,CommercialBuilding,7.682863040044148,7.682863040044148
1939,CommercialBuilding,7.690021943625444,7.690021943625444
1892,SingleHouse,7.672221503840573,7.672221503840573
1831,SingleHouse,7.672270761483759,7.672270761483759
1766,SingleHouse,7.672368432901297,7.672368432901297
1755,SingleHouse,7.672403531469447,7.672403531469447
1818,CollectiveHouse,7.672658980078505,7.672658980078505
1794,SingleHouse,7.672302192425169,7.672302192425169
1804,SingleHouse,7.672272817330263,7.672272817330263
1782,SingleHouse,7.67234351062136,7.67234351062136
1850,SingleHouse,7.672342387009545,7.672342387009545
1909,SingleHouse,7.671145361822437,7.671145361822437
1918,SingleHouse,7.670666277064967,7.670666277064967
1911,SingleHouse,7.670734116508312,7.670734116508312
1916,SingleHouse,7.671251055842385,7.671251055842385
1883,SingleHouse,7.671656878397991,7.671656878397991
1894,SingleHouse,7.671649329350437,7.671649329350437
1897,SingleHouse,7.6724923155262985,7.6724923155262985
1882,SingleHouse,7.672470870139841,7.672470870139841
1903,SingleHouse,7.671585028470794,7.671585028470794
1921,SingleHouse,7.671461884362541,7.671461884362541
1912,SingleHouse,7.671529847823868,7.671529847823868
1907,SingleHouse,7.671530128904095,7.671530128904095
1913,SingleHouse,7.670982542102332,7.670982542102332
1852,SingleHouse,7.671913030907091,7.671913030907091
1922,CollectiveHouse,7.6721024196541245,7.6721024196541245
1870,SingleHouse,7.671675563297773,7.671675563297773
1857,SingleHouse,7.671623111186821,7.671623111186821
1849,SingleHouse,7.6721235073790455,7.6721235073790455
1853,SingleHouse,7.672574655219532,7.672574655219532
1723,SingleHouse,7.670785414666251,7.670785414666251
1718,SingleHouse,7.672196636079747,7.672196636079747
1727,SingleHouse,7.671516770656089,7.671516770656089
1721,SingleHouse,7.671250143121114,7.671250143121114
1719,SingleHouse,7.6710189509662285,7.6710189509662285
1739,SingleHouse,7.672477370964119,7.672477370964119
1720,SingleHouse,7.672522755085136,7.672522755085136
1729,SingleHouse,7.672854651195917,7.672854651195917
1749,SingleHouse,7.672842805265863,7.672842805265863
1786,CollectiveHouse,7.672761754039082,7.672761754039082
1819,SingleHouse,7.672244259054155,7.672244259054155
1856,SingleHouse,7.67041819778476,7.67041819778476
1887,SingleHouse,7.669963142944579,7.669963142944579
1901,SingleHouse,7.670145677395274,7.670145677395274
1796,SingleHouse,7.668687595203164,7.668687595203164
1778,SingleHouse,7.668455423329725,7.668455423329725
1828,SingleHouse,7.669012332706968,7.669012332706968
1858,SingleHouse,7.669004700447407,7.669004700447407
1795,CollectiveHouse,7.669069520290053,7.669069520290053
1807,SingleHouse,7.669161691915367,7.669161691915367
1878,SingleHouse,7.669817549016507,7.669817549016507
1824,SingleHouse,7.6686115198968015,7.6686115198968015
1813,SingleHouse,7.668636461662833,7.668636461662833
1841,SingleHouse,7.669082290957367,7.669082290957367
1880,SingleHouse,7.669527591904066,7.669527591904066
1825,CollectiveHouse,7.669405811715202,7.669405811715202
1833,Garage,7.669592260497896,7.669592260497896
1848,SingleHouse,7.66964255167219,7.66964255167219
1757,SingleHouse,7.669179354801007,7.669179354801007
1746,AutreEglise,7.6687984277541315,7.6687984277541315
1726,SingleHouse,7.668548687231447,7.668548687231447
1758,SingleHouse,7.668508832279082,7.668508832279082
1815,SingleHouse,7.668372988942712,7.668372988942712
1773,SingleHouse,7.668740905620714,7.668740905620714
1797,SingleHouse,7.6684103786439435,7.6684103786439435
1812,SingleHouse,7.6703072839820265,7.6703072839820265
1787,SingleHouse,7.670377550519234,7.670377550519234
1771,SingleHouse,7.670380312527106,7.670380312527106
1759,SingleHouse,7.670434348507166,7.670434348507166
1826,SingleHouse,7.670248351538756,7.670248351538756
